name,artist,rank,weeks
Pound The Alarm,Nicki Minaj,92,1
That's Why I Pray,Big,93,3
Fastest Girl In Town,Miranda Lambert,94,1
Crew Love,Drake,95,19
Something To Do With My Hands,Thomas Rhett,96,3
Lovin' You Is Fun,Easton Corbin,97,4
Come Wake Me Up,Rascal Flatts,98,1
The A Team,Ed Sheeran,99,3
Neon,Chris Young,100,1
Call Me Maybe,Carly Rae Jepsen,1,22
Payphone,Maroon 5,2,14
Wide Awake,Katy Perry,3,9
Lights,Ellie Goulding,4,31
Somebody That I Used To Know,Gotye,5,29
Whistle,Flo Rida,6,10
Where Have You Been,Rihanna,7,14
Titanium,David Guetta,8,15
Scream,Usher,9,13
Blow Me (One Last Kiss),P!nk,10,3
We Are Young,fun.,11,31
Take A Little Ride,Jason Aldean,12,1
Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",13,16
Some Nights,fun.,14,22
Starships,Nicki Minaj,15,23
What Makes You Beautiful,One Direction,16,23
Want U Back,Cher Lloyd,17,6
Wild Ones,Flo Rida,18,29
Give Your Heart A Break,Demi Lovato,19,16
Let's Go,Calvin Harris,20,11
Everybody Talks,Neon Trees,21,19
Glad You Came,The Wanted,22,28
Good Time,Owl City,23,4
I Won't Give Up,Jason Mraz,24,29
Come Over,Kenny Chesney,25,10
Drive By,Train,26,28
We Run The Night,Havana Brown,27,17
No Lie,2 Chainz,28,11
Drunk On You,Luke Bryan,29,21
Pontoon,Little Big Town,30,7
Stronger (What Doesn't Kill You),Kelly Clarkson,31,31
"Work Hard, Play Hard",Wiz Khalifa,32,13
5-1-5-0,Dierks Bentley,33,11
Settle Down,No Doubt,34,1
Too Close,Alex Clare,35,17
(Kissed You) Good Night,Gloriana,36,16
Cashin' Out,Ca$h Out,37,15
Wanted,Hunter Hayes,38,13
Feel So Close,Calvin Harris,39,24
One Thing,One Direction,40,17
Even If It Breaks Your Heart,Eli Young Band,41,19
Boyfriend,Justin Bieber,42,17
Angel Eyes,Love,43,10
The Fighter,Gym Class Heroes,44,10
Springsteen,Eric Church,45,21
Brokenhearted,Karmin,46,20
Lemme See,Usher,47,9
Tongue Tied,Grouplove,48,13
Heart Attack,Trey Songz,49,16
Back In Time,Pitbull,50,16
Chasing The Sun,The Wanted,51,8
Burn It Down,Linkin Park,52,14
As Long As You Love Me,Justin Bieber,53,5
Dark Side,Kelly Clarkson,54,5
Over,Blake Shelton,55,6
Both Of Us,B.o.B,56,12
Ho Hey,The Lumineers,57,7
Beers Ago,Toby Keith,58,14
Little Talks,Of Monsters,59,16
Time Is Love,Josh Turner,60,17
Beez In The Trap,Nicki Minaj,61,16
Take It To The Head,DJ Khaled,62,16
Postcard From Paris,The Band Perry,63,11
Amen,Meek Mill,64,5
For You,Keith Urban,65,8
Nobody's Perfect,J. Cole,66,10
Why Ya Wanna,Jana Kramer,67,12
Truck Yeah,Tim McGraw,68,3
Leave You Alone,Young Jeezy,69,19
Cowboys And Angels,Dustin Lynch,70,10
The Wind,Zac Brown Band,71,4
Thinkin Bout You,Frank Ocean,72,2
Snap Backs & Tattoos,Driicky Graham,73,6
She's So Mean,matchbox twenty,74,4
Hard To Love,Lee Brice,75,6
2 Reasons,Trey Songz,76,3
Go Get It,T.I.,77,1
Runaways,The Killers,78,1
Bag Of Money,Wale,79,4
Don't Wake Me Up,Chris Brown,80,4
It's Time,Imagine Dragons,81,7
One More Night,Maroon 5,82,5
HYFR (Hell Ya F*****g Right),Drake,83,20
My Homies Still,Lil Wayne,84,7
Bangarang,Skrillex,85,20
How We Do (Party),Rita Ora,86,9
Midnight City,M83.,87,20
Glass,Thompson Square,88,7
Blown Away,Carrie Underwood,89,3
Pop That,French Montana,90,2
Crew Love,Drake,91,18
50 Ways To Say Goodbye,Train,92,2
Promises,NERO,93,3
Something To Do With My Hands,Thomas Rhett,94,2
Mercy,Dave Matthews Band,95,1
That's Why I Pray,Big,96,2
Gold On The Ceiling,The Black Keys,97,5
The A Team,Ed Sheeran,98,2
Lovin' You Is Fun,Easton Corbin,99,3
Dance Again,Jennifer Lopez,100,16
Call Me Maybe,Carly Rae Jepsen,1,21
Payphone,Maroon 5,2,13
Wide Awake,Katy Perry,3,8
Somebody That I Used To Know,Gotye,4,28
Lights,Ellie Goulding,5,30
Where Have You Been,Rihanna,6,13
Whistle,Flo Rida,7,9
Titanium,David Guetta,8,14
Blow Me (One Last Kiss),P!nk,9,2
Scream,Usher,10,12
We Are Young,fun.,11,30
Starships,Nicki Minaj,12,22
Wild Ones,Flo Rida,13,28
What Makes You Beautiful,One Direction,14,22
Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",15,15
Want U Back,Cher Lloyd,16,5
Some Nights,fun.,17,21
Give Your Heart A Break,Demi Lovato,18,15
Glad You Came,The Wanted,19,27
Everybody Talks,Neon Trees,20,18
Good Time,Owl City,21,3
Let's Go,Calvin Harris,22,10
Come Over,Kenny Chesney,23,9
I Won't Give Up,Jason Mraz,24,28
Drunk On You,Luke Bryan,25,20
Drive By,Train,26,27
Boyfriend,Justin Bieber,27,16
No Lie,2 Chainz,28,10
The Fighter,Gym Class Heroes,29,9
Stronger (What Doesn't Kill You),Kelly Clarkson,30,30
Even If It Breaks Your Heart,Eli Young Band,31,18
"Work Hard, Play Hard",Wiz Khalifa,32,12
Pontoon,Little Big Town,33,6
Springsteen,Eric Church,34,20
We Run The Night,Havana Brown,35,16
5-1-5-0,Dierks Bentley,36,10
Feel So Close,Calvin Harris,37,23
Back In Time,Pitbull,38,15
Cashin' Out,Ca$h Out,39,14
(Kissed You) Good Night,Gloriana,40,15
One Thing,One Direction,41,16
Brokenhearted,Karmin,42,19
Part Of Me,Katy Perry,43,22
Angel Eyes,Love,44,9
Too Close,Alex Clare,45,16
Wanted,Hunter Hayes,46,12
The Motto,Drake,47,35
Lemme See,Usher,48,8
Heart Attack,Trey Songz,49,15
Both Of Us,B.o.B,50,11
Tongue Tied,Grouplove,51,12
Beers Ago,Toby Keith,52,13
Chasing The Sun,The Wanted,53,7
Over,Blake Shelton,54,5
Burn It Down,Linkin Park,55,13
Beez In The Trap,Nicki Minaj,56,15
Dark Side,Kelly Clarkson,57,4
Take It To The Head,DJ Khaled,58,15
Little Talks,Of Monsters,59,15
Leave You Alone,Young Jeezy,60,18
Nobody's Perfect,J. Cole,61,9
Time Is Love,Josh Turner,62,16
Postcard From Paris,The Band Perry,63,10
Ho Hey,The Lumineers,64,6
For You,Keith Urban,65,7
As Long As You Love Me,Justin Bieber,66,4
How We Do (Party),Rita Ora,67,8
Why Ya Wanna,Jana Kramer,68,11
Cowboys And Angels,Dustin Lynch,69,9
Promises,NERO,70,2
Truck Yeah,Tim McGraw,71,2
The Wind,Zac Brown Band,72,3
HYFR (Hell Ya F*****g Right),Drake,73,19
Snap Backs & Tattoos,Driicky Graham,74,5
Bag Of Money,Wale,75,3
Hard To Love,Lee Brice,76,5
Amen,Meek Mill,77,4
Don't Wake Me Up,Chris Brown,78,3
She's So Mean,matchbox twenty,79,3
Midnight City,M83.,80,19
2 Reasons,Trey Songz,81,2
It's Time,Imagine Dragons,82,6
Bangarang,Skrillex,83,19
Glass,Thompson Square,84,6
Thinkin Bout You,Frank Ocean,85,1
One More Night,Maroon 5,86,4
Crew Love,Drake,87,17
My Homies Still,Lil Wayne,88,6
Get It Started,Pitbull,89,2
Pop That,French Montana,90,1
Right By My Side,Nicki Minaj,91,15
Dance Again,Jennifer Lopez,92,15
Something To Do With My Hands,Thomas Rhett,93,1
Gold On The Ceiling,The Black Keys,94,4
The A Team,Ed Sheeran,95,1
Home,Phillip Phillips,96,4
UP!,LoveRance,97,20
50 Ways To Say Goodbye,Train,98,1
That's Why I Pray,Big,99,1
Lovin' You Is Fun,Easton Corbin,100,2
Call Me Maybe,Carly Rae Jepsen,1,20
Payphone,Maroon 5,2,12
Somebody That I Used To Know,Gotye,3,27
Wide Awake,Katy Perry,4,7
Lights,Ellie Goulding,5,29
Where Have You Been,Rihanna,6,12
Titanium,David Guetta,7,13
We Are Young,fun.,8,29
Starships,Nicki Minaj,9,21
Scream,Usher,10,11
Wild Ones,Flo Rida,11,27
Whistle,Flo Rida,12,8
What Makes You Beautiful,One Direction,13,21
Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",14,14
Glad You Came,The Wanted,15,26
Boyfriend,Justin Bieber,16,15
Good Time,Owl City,17,2
Everybody Talks,Neon Trees,18,17
Give Your Heart A Break,Demi Lovato,19,14
Drunk On You,Luke Bryan,20,19
Drive By,Train,21,26
Back In Time,Pitbull,22,14
Come Over,Kenny Chesney,23,8
I Won't Give Up,Jason Mraz,24,27
The Fighter,Gym Class Heroes,25,8
Let's Go,Calvin Harris,26,9
Want U Back,Cher Lloyd,27,4
Some Nights,fun.,28,20
Springsteen,Eric Church,29,19
Stronger (What Doesn't Kill You),Kelly Clarkson,30,29
Feel So Close,Calvin Harris,31,22
Brokenhearted,Karmin,32,18
Even If It Breaks Your Heart,Eli Young Band,33,17
"Work Hard, Play Hard",Wiz Khalifa,34,11
No Lie,2 Chainz,35,9
Cashin' Out,Ca$h Out,36,13
5-1-5-0,Dierks Bentley,37,9
Pontoon,Little Big Town,38,5
One Thing,One Direction,39,15
We Run The Night,Havana Brown,40,15
Part Of Me,Katy Perry,41,21
The Motto,Drake,42,34
(Kissed You) Good Night,Gloriana,43,14
Heart Attack,Trey Songz,44,14
Drank In My Cup,Kirko Bangz,45,22
Burn It Down,Linkin Park,46,12
Both Of Us,B.o.B,47,10
Take Care,Drake,48,34
Party Rock Anthem,LMFAO,49,68
Beez In The Trap,Nicki Minaj,50,14
Lemme See,Usher,51,7
Wanted,Hunter Hayes,52,11
Climax,Usher,53,20
You Don't Know Her Like I Do,Brantley Gilbert,54,24
Angel Eyes,Love,55,8
Beers Ago,Toby Keith,56,12
Tongue Tied,Grouplove,57,11
Blow Me (One Last Kiss),P!nk,58,1
Too Close,Alex Clare,59,15
Take It To The Head,DJ Khaled,60,14
Nobody's Perfect,J. Cole,61,8
Leave You Alone,Young Jeezy,62,17
Good Girl,Carrie Underwood,63,20
Over,Blake Shelton,64,4
Postcard From Paris,The Band Perry,65,9
Little Talks,Of Monsters,66,14
For You,Keith Urban,67,6
How We Do (Party),Rita Ora,68,7
Truck Yeah,Tim McGraw,69,1
Chasing The Sun,The Wanted,70,6
Time Is Love,Josh Turner,71,15
The Wind,Zac Brown Band,72,2
Ho Hey,The Lumineers,73,5
HYFR (Hell Ya F*****g Right),Drake,74,18
Dark Side,Kelly Clarkson,75,3
Why Ya Wanna,Jana Kramer,76,10
Cowboys And Angels,Dustin Lynch,77,8
I Wish You Would,DJ Khaled,78,1
Fly Over States,Jason Aldean,79,20
Birthday Cake,Rihanna,80,20
Bag Of Money,Wale,81,2
As Long As You Love Me,Justin Bieber,82,3
One More Night,Maroon 5,83,3
Midnight City,M83.,84,18
Hard To Love,Lee Brice,85,4
Snap Backs & Tattoos,Driicky Graham,86,4
Dance Again,Jennifer Lopez,87,14
Don't Wake Me Up,Chris Brown,88,2
Crew Love,Drake,89,16
She's So Mean,matchbox twenty,90,2
It's Time,Imagine Dragons,91,5
My Homies Still,Lil Wayne,92,5
Bangarang,Skrillex,93,18
Amen,Meek Mill,94,3
Right By My Side,Nicki Minaj,95,14
Glass,Thompson Square,96,5
2 Reasons,Trey Songz,97,1
UP!,LoveRance,98,19
Get It Started,Pitbull,99,1
Ayy Ladies,Travis Porter,100,19
Call Me Maybe,Carly Rae Jepsen,1,19
Payphone,Maroon 5,2,11
Somebody That I Used To Know,Gotye,3,26
Wide Awake,Katy Perry,4,6
Where Have You Been,Rihanna,5,11
Lights,Ellie Goulding,6,28
We Are Young,fun.,7,28
Starships,Nicki Minaj,8,20
Titanium,David Guetta,9,12
Scream,Usher,10,10
What Makes You Beautiful,One Direction,11,20
Wild Ones,Flo Rida,12,26
Glad You Came,The Wanted,13,25
Boyfriend,Justin Bieber,14,14
Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",15,13
Back In Time,Pitbull,16,13
Drunk On You,Luke Bryan,17,18
Good Time,Owl City,18,1
Drive By,Train,19,25
Whistle,Flo Rida,20,7
Everybody Talks,Neon Trees,21,16
Give Your Heart A Break,Demi Lovato,22,13
I Won't Give Up,Jason Mraz,23,26
Brokenhearted,Karmin,24,17
The Fighter,Gym Class Heroes,25,7
Springsteen,Eric Church,26,18
Come Over,Kenny Chesney,27,7
Stronger (What Doesn't Kill You),Kelly Clarkson,28,28
Feel So Close,Calvin Harris,29,21
Even If It Breaks Your Heart,Eli Young Band,30,16
Let's Go,Calvin Harris,31,8
Some Nights,fun.,32,19
"Work Hard, Play Hard",Wiz Khalifa,33,10
5-1-5-0,Dierks Bentley,34,8
Want U Back,Cher Lloyd,35,3
The Motto,Drake,36,33
Part Of Me,Katy Perry,37,20
We Run The Night,Havana Brown,38,14
Cashin' Out,Ca$h Out,39,12
No Lie,2 Chainz,40,8
One Thing,One Direction,41,14
Heart Attack,Trey Songz,42,13
Take Care,Drake,43,33
Drank In My Cup,Kirko Bangz,44,21
(Kissed You) Good Night,Gloriana,45,13
Both Of Us,B.o.B,46,9
Climax,Usher,47,19
We Found Love,Rihanna,48,41
Pontoon,Little Big Town,49,4
Party Rock Anthem,LMFAO,50,67
Burn It Down,Linkin Park,51,11
You Don't Know Her Like I Do,Brantley Gilbert,52,23
Lemme See,Usher,53,6
Good Girl,Carrie Underwood,54,19
Beez In The Trap,Nicki Minaj,55,13
Wanted,Hunter Hayes,56,10
Beers Ago,Toby Keith,57,11
Tongue Tied,Grouplove,58,10
Angel Eyes,Love,59,7
Leave You Alone,Young Jeezy,60,16
Too Close,Alex Clare,61,14
One More Night,Maroon 5,62,2
Nobody's Perfect,J. Cole,63,7
Take It To The Head,DJ Khaled,64,13
How We Do (Party),Rita Ora,65,6
Postcard From Paris,The Band Perry,66,8
Over,Blake Shelton,67,3
Time Is Love,Josh Turner,68,14
HYFR (Hell Ya F*****g Right),Drake,69,17
For You,Keith Urban,70,5
Little Talks,Of Monsters,71,13
Chasing The Sun,The Wanted,72,5
Fly Over States,Jason Aldean,73,19
Why Ya Wanna,Jana Kramer,74,9
Birthday Cake,Rihanna,75,19
Cowboys And Angels,Dustin Lynch,76,7
Ho Hey,The Lumineers,77,4
Dance Again,Jennifer Lopez,78,13
Dark Side,Kelly Clarkson,79,2
Wipe Your Eyes,Maroon 5,80,1
Promises,NERO,81,1
Crew Love,Drake,82,15
Midnight City,M83.,83,17
UP!,LoveRance,84,18
Hard To Love,Lee Brice,85,3
My Homies Still,Lil Wayne,86,4
As Long As You Love Me,Justin Bieber,87,2
Right By My Side,Nicki Minaj,88,13
It's Time,Imagine Dragons,89,4
Snap Backs & Tattoos,Driicky Graham,90,3
Ayy Ladies,Travis Porter,91,18
Amen,Meek Mill,92,2
Bag Of Money,Wale,93,1
Glass,Thompson Square,94,4
Lost In The Echo,Linkin Park,95,1
All Around The World,Justin Bieber,96,3
Windows Down,Big Time Rush,97,1
Bangarang,Skrillex,98,17
The Wind,Zac Brown Band,99,1
Turn Up The Music,Chris Brown,100,20
Call Me Maybe,Carly Rae Jepsen,1,18
Payphone,Maroon 5,2,10
Somebody That I Used To Know,Gotye,3,25
Wide Awake,Katy Perry,4,5
Where Have You Been,Rihanna,5,10
Lights,Ellie Goulding,6,27
We Are Young,fun.,7,27
Starships,Nicki Minaj,8,19
What Makes You Beautiful,One Direction,9,19
Scream,Usher,10,9
Wild Ones,Flo Rida,11,25
Titanium,David Guetta,12,11
Glad You Came,The Wanted,13,24
Back In Time,Pitbull,14,12
Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",15,12
Drunk On You,Luke Bryan,16,17
Brokenhearted,Karmin,17,16
Boyfriend,Justin Bieber,18,13
Drive By,Train,19,24
Springsteen,Eric Church,20,17
Stronger (What Doesn't Kill You),Kelly Clarkson,21,27
Feel So Close,Calvin Harris,22,20
I Won't Give Up,Jason Mraz,23,25
Everybody Talks,Neon Trees,24,15
Give Your Heart A Break,Demi Lovato,25,12
Come Over,Kenny Chesney,26,6
The Fighter,Gym Class Heroes,27,6
"Work Hard, Play Hard",Wiz Khalifa,28,9
Even If It Breaks Your Heart,Eli Young Band,29,15
The Motto,Drake,30,32
Take Care,Drake,31,32
Some Nights,fun.,32,18
Part Of Me,Katy Perry,33,19
Drank In My Cup,Kirko Bangz,34,20
Let's Go,Calvin Harris,35,7
Cashin' Out,Ca$h Out,36,11
5-1-5-0,Dierks Bentley,37,7
We Run The Night,Havana Brown,38,13
One Thing,One Direction,39,13
No Lie,2 Chainz,40,7
Good Girl,Carrie Underwood,41,18
One More Night,Maroon 5,42,1
Climax,Usher,43,18
We Found Love,Rihanna,44,40
Party Rock Anthem,LMFAO,45,66
Heart Attack,Trey Songz,46,12
Somethin' 'Bout A Truck,Kip Moore,47,20
(Kissed You) Good Night,Gloriana,48,12
Set Fire To The Rain,Adele,49,43
You Don't Know Her Like I Do,Brantley Gilbert,50,22
Want U Back,Cher Lloyd,51,2
Beez In The Trap,Nicki Minaj,52,12
Burn It Down,Linkin Park,53,10
Both Of Us,B.o.B,54,8
Pontoon,Little Big Town,55,3
Lemme See,Usher,56,5
Tongue Tied,Grouplove,57,9
Whistle,Flo Rida,58,6
Beers Ago,Toby Keith,59,10
Wanted,Hunter Hayes,60,9
Leave You Alone,Young Jeezy,61,15
How We Do (Party),Rita Ora,62,5
Angel Eyes,Love,63,6
Too Close,Alex Clare,64,13
Nobody's Perfect,J. Cole,65,6
HYFR (Hell Ya F*****g Right),Drake,66,16
Birthday Cake,Rihanna,67,18
Take It To The Head,DJ Khaled,68,12
Time Is Love,Josh Turner,69,13
Postcard From Paris,The Band Perry,70,7
Fly Over States,Jason Aldean,71,18
Beauty And A Beat,Justin Bieber,72,1
Little Talks,Of Monsters,73,12
Ho Hey,The Lumineers,74,3
Chasing The Sun,The Wanted,75,4
Over,Blake Shelton,76,2
Why Ya Wanna,Jana Kramer,77,8
For You,Keith Urban,78,4
Cowboys And Angels,Dustin Lynch,79,6
Dance Again,Jennifer Lopez,80,12
UP!,LoveRance,81,17
Crew Love,Drake,82,14
Midnight City,M83.,83,16
Right By My Side,Nicki Minaj,84,12
My Homies Still,Lil Wayne,85,3
Amen,Meek Mill,86,1
Ayy Ladies,Travis Porter,87,17
Hard To Love,Lee Brice,88,2
It's Time,Imagine Dragons,89,3
No Hurry,Zac Brown Band,90,16
Glass,Thompson Square,91,3
Snap Backs & Tattoos,Driicky Graham,92,2
Dark Side,Kelly Clarkson,93,1
Turn Up The Music,Chris Brown,94,19
Right Here,Justin Bieber,95,1
Ai Se Eu Te Pego,Michel Telo,96,12
Gold On The Ceiling,The Black Keys,97,3
Bangarang,Skrillex,98,16
So Good,B.o.B,99,18
Lovin' You Is Fun,Easton Corbin,100,1
Call Me Maybe,Carly Rae Jepsen,1,17
Somebody That I Used To Know,Gotye,2,24
Payphone,Maroon 5,3,9
Wide Awake,Katy Perry,4,4
We Are Young,fun.,5,26
What Makes You Beautiful,One Direction,6,18
Starships,Nicki Minaj,7,18
Where Have You Been,Rihanna,8,9
Wild Ones,Flo Rida,9,24
Boyfriend,Justin Bieber,10,12
Scream,Usher,11,8
Lights,Ellie Goulding,12,26
Glad You Came,The Wanted,13,23
Back In Time,Pitbull,14,11
Titanium,David Guetta,15,10
Drunk On You,Luke Bryan,16,16
Drive By,Train,17,23
Brokenhearted,Karmin,18,15
Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",19,11
Springsteen,Eric Church,20,16
As Long As You Love Me,Justin Bieber,21,1
Stronger (What Doesn't Kill You),Kelly Clarkson,22,26
Feel So Close,Calvin Harris,23,19
Everybody Talks,Neon Trees,24,14
I Won't Give Up,Jason Mraz,25,24
Give Your Heart A Break,Demi Lovato,26,11
The Motto,Drake,27,31
The Fighter,Gym Class Heroes,28,5
"Work Hard, Play Hard",Wiz Khalifa,29,8
Come Over,Kenny Chesney,30,5
Drank In My Cup,Kirko Bangz,31,19
Take Care,Drake,32,31
Even If It Breaks Your Heart,Eli Young Band,33,14
Part Of Me,Katy Perry,34,18
Good Girl,Carrie Underwood,35,17
Climax,Usher,36,17
Cashin' Out,Ca$h Out,37,10
Rumour Has It,Adele,38,27
Somethin' 'Bout A Truck,Kip Moore,39,19
5-1-5-0,Dierks Bentley,40,6
Some Nights,fun.,41,17
Faded,Tyga,42,22
Set Fire To The Rain,Adele,43,42
Let's Go,Calvin Harris,44,6
Party Rock Anthem,LMFAO,45,65
We Found Love,Rihanna,46,39
One Thing,One Direction,47,12
We Run The Night,Havana Brown,48,12
You Don't Know Her Like I Do,Brantley Gilbert,49,21
Sexy And I Know It,LMFAO,50,42
(Kissed You) Good Night,Gloriana,51,11
Heart Attack,Trey Songz,52,11
Birthday Cake,Rihanna,53,17
Beez In The Trap,Nicki Minaj,54,11
Pontoon,Little Big Town,55,2
Both Of Us,B.o.B,56,7
Beers Ago,Toby Keith,57,9
No Lie,2 Chainz,58,6
Wanted,Hunter Hayes,59,8
Tongue Tied,Grouplove,60,8
Lemme See,Usher,61,4
Leave You Alone,Young Jeezy,62,14
Time Is Love,Josh Turner,63,12
Burn It Down,Linkin Park,64,9
Angel Eyes,Love,65,5
HYFR (Hell Ya F*****g Right),Drake,66,15
Too Close,Alex Clare,67,12
How We Do (Party),Rita Ora,68,4
Fly Over States,Jason Aldean,69,17
Postcard From Paris,The Band Perry,70,6
Nobody's Perfect,J. Cole,71,5
Take It To The Head,DJ Khaled,72,11
Ho Hey,The Lumineers,73,2
My Homies Still,Lil Wayne,74,2
Want U Back,Cher Lloyd,75,1
Dance Again,Jennifer Lopez,76,11
UP!,LoveRance,77,16
For You,Keith Urban,78,3
Little Talks,Of Monsters,79,11
No Hurry,Zac Brown Band,80,15
Chasing The Sun,The Wanted,81,3
Cowboys And Angels,Dustin Lynch,82,5
Why Ya Wanna,Jana Kramer,83,7
Right By My Side,Nicki Minaj,84,11
Crew Love,Drake,85,13
Whistle,Flo Rida,86,5
Ayy Ladies,Travis Porter,87,16
Midnight City,M83.,88,15
Over,Blake Shelton,89,1
All Around The World,Justin Bieber,90,2
She's So Mean,matchbox twenty,91,1
It's Time,Imagine Dragons,92,2
Eyes Open,Taylor Swift,93,13
So Good,B.o.B,94,17
Glass,Thompson Square,95,2
Hard To Love,Lee Brice,96,1
Snap Backs & Tattoos,Driicky Graham,97,1
Ai Se Eu Te Pego,Michel Telo,98,11
Gold On The Ceiling,The Black Keys,99,2
Turn Up The Music,Chris Brown,100,18
Call Me Maybe,Carly Rae Jepsen,1,16
Somebody That I Used To Know,Gotye,2,23
Payphone,Maroon 5,3,8
We Are Young,fun.,4,25
What Makes You Beautiful,One Direction,5,17
Starships,Nicki Minaj,6,17
Wild Ones,Flo Rida,7,23
Where Have You Been,Rihanna,8,8
Wide Awake,Katy Perry,9,3
Boyfriend,Justin Bieber,10,11
Glad You Came,The Wanted,11,22
Back In Time,Pitbull,12,10
Lights,Ellie Goulding,13,25
Scream,Usher,14,7
Drive By,Train,15,22
Drunk On You,Luke Bryan,16,15
Brokenhearted,Karmin,17,14
Titanium,David Guetta,18,9
Stronger (What Doesn't Kill You),Kelly Clarkson,19,25
Springsteen,Eric Church,20,15
Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",21,10
All Around The World,Justin Bieber,22,1
Feel So Close,Calvin Harris,23,18
The Motto,Drake,24,30
Take Care,Drake,25,30
I Won't Give Up,Jason Mraz,26,23
Good Girl,Carrie Underwood,27,16
Drank In My Cup,Kirko Bangz,28,18
"Work Hard, Play Hard",Wiz Khalifa,29,7
Everybody Talks,Neon Trees,30,13
Part Of Me,Katy Perry,31,17
Come Over,Kenny Chesney,32,4
Rumour Has It,Adele,33,26
Give Your Heart A Break,Demi Lovato,34,10
Somethin' 'Bout A Truck,Kip Moore,35,18
The Fighter,Gym Class Heroes,36,4
Cashin' Out,Ca$h Out,37,9
My Homies Still,Lil Wayne,38,1
Even If It Breaks Your Heart,Eli Young Band,39,13
Climax,Usher,40,16
Faded,Tyga,41,21
We Found Love,Rihanna,42,38
Set Fire To The Rain,Adele,43,41
Birthday Cake,Rihanna,44,16
Party Rock Anthem,LMFAO,45,64
Sexy And I Know It,LMFAO,46,41
Some Nights,fun.,47,16
5-1-5-0,Dierks Bentley,48,5
Good Feeling,Flo Rida,49,37
You Don't Know Her Like I Do,Brantley Gilbert,50,20
Pontoon,Little Big Town,51,1
Beez In The Trap,Nicki Minaj,52,10
We Run The Night,Havana Brown,53,11
One Thing,One Direction,54,11
(Kissed You) Good Night,Gloriana,55,10
Heart Attack,Trey Songz,56,10
Fly Over States,Jason Aldean,57,16
Let's Go,Calvin Harris,58,5
Beers Ago,Toby Keith,59,8
Leave You Alone,Young Jeezy,60,13
Wanted,Hunter Hayes,61,7
HYFR (Hell Ya F*****g Right),Drake,62,14
No Hurry,Zac Brown Band,63,14
Tongue Tied,Grouplove,64,7
Dance Again,Jennifer Lopez,65,10
Burn It Down,Linkin Park,66,8
No Lie,2 Chainz,67,5
Both Of Us,B.o.B,68,6
Angel Eyes,Love,69,4
Postcard From Paris,The Band Perry,70,5
Take It To The Head,DJ Khaled,71,10
Get Low,Waka Flocka Flame,72,1
Nobody's Perfect,J. Cole,73,4
Why Ya Wanna,Jana Kramer,74,6
Too Close,Alex Clare,75,11
UP!,LoveRance,76,15
Ayy Ladies,Travis Porter,77,15
Time Is Love,Josh Turner,78,11
Little Talks,Of Monsters,79,10
Lemme See,Usher,80,3
Right By My Side,Nicki Minaj,81,10
Crew Love,Drake,82,12
For You,Keith Urban,83,2
So Good,B.o.B,84,16
How We Do (Party),Rita Ora,85,3
Cowboys And Angels,Dustin Lynch,86,4
Eyes Open,Taylor Swift,87,12
Midnight City,M83.,88,14
Turn Up The Music,Chris Brown,89,17
Ho Hey,The Lumineers,90,1
Chasing The Sun,The Wanted,91,2
Die In Your Arms,Justin Bieber,92,2
It's Time,Imagine Dragons,93,1
Shadow Days,John Mayer,94,3
Fine By Me,Andy Grammer,95,10
Same Damn Time,Future,96,6
Gold On The Ceiling,The Black Keys,97,1
Banjo,Rascal Flatts,98,17
Home,Phillip Phillips,99,3
Glass,Thompson Square,100,1
Somebody That I Used To Know,Gotye,1,22
Call Me Maybe,Carly Rae Jepsen,2,15
Payphone,Maroon 5,3,7
We Are Young,fun.,4,24
Starships,Nicki Minaj,5,16
What Makes You Beautiful,One Direction,6,16
Wild Ones,Flo Rida,7,22
Boyfriend,Justin Bieber,8,10
Where Have You Been,Rihanna,9,7
Glad You Came,The Wanted,10,21
Back In Time,Pitbull,11,9
Drive By,Train,12,21
Scream,Usher,13,6
Lights,Ellie Goulding,14,24
Stronger (What Doesn't Kill You),Kelly Clarkson,15,24
Drunk On You,Luke Bryan,16,14
Die In Your Arms,Justin Bieber,17,1
Brokenhearted,Karmin,18,13
Wide Awake,Katy Perry,19,2
Springsteen,Eric Church,20,14
Titanium,David Guetta,21,8
Feel So Close,Calvin Harris,22,17
Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",23,9
Take Care,Drake,24,29
The Motto,Drake,25,29
Part Of Me,Katy Perry,26,16
Good Girl,Carrie Underwood,27,15
I Won't Give Up,Jason Mraz,28,22
Drank In My Cup,Kirko Bangz,29,17
Rumour Has It,Adele,30,25
Somethin' 'Bout A Truck,Kip Moore,31,17
Everybody Talks,Neon Trees,32,12
Climax,Usher,33,15
Give Your Heart A Break,Demi Lovato,34,9
Set Fire To The Rain,Adele,35,40
Birthday Cake,Rihanna,36,15
Cashin' Out,Ca$h Out,37,8
Faded,Tyga,38,20
We Found Love,Rihanna,39,37
Even If It Breaks Your Heart,Eli Young Band,40,12
Home,Phillip Phillips,41,2
